1. Faixa etária:;2. Gênero:;3. Universidade pública do Estado do Paraná em que atua:;5. Área principal de atuação docente:;7. Tempo de docência no Ensino Superior (não somente na atual IES):;8. Maior titulação acadêmica concluída:;9. Minha formação inicial abordou adequadamente o uso pedagógico de tecnologias digitais educacionais.;10. Sinto-me preparado(a) para incorporar novas tecnologias digitais educacionais às minhas práticas docentes.;11. Já tive contato formativo com o tema Inteligência Artificial aplicada à educação.;12. Nos últimos 24 meses, participei de formações continuadas em tecnologias educacionais.;13. Tenho uma compreensão clara do que é Inteligência Artificial e de como ela funciona em termos gerais.;14. Conheço a diferença entre Inteligência Artificial tradicional (preditiva) e Inteligência Artificial generativa (criativa).;15. Já utilizei ferramentas de IA generativa em contextos pessoais ou profissionais.;16. Sinto-me confiante para avaliar criticamente respostas ou conteúdos gerados por ferramentas de IA.;17. Considero que a IA terá impacto significativo no ensino superior nos próximos anos.;18. Quais ferramentas de IA você já utilizou ao menos uma vez?  ;19. Para quais finalidades você usa IA?  ;20. Utilizo ferramentas de IA para apoiar o planejamento de aulas e atividades didáticas.;21. Utilizo IA para criar ou adaptar materiais didáticos considerando o perfil dos estudantes.;22. Integro a IA em atividades de ensino alinhadas a objetivos pedagógicos claros.;23. Utilizo IA para apoiar processos de avaliação formativa (feedback, rubricas, análise de produções).;24. Consigo identificar limites, riscos e implicações éticas do uso da IA em processos avaliativos.;25. Considero aspectos éticos (viés, privacidade, autoria) ao utilizar IA em contextos educacionais.;26. Discuto com meus estudantes o uso responsável e crítico da IA.;27. Busco ativamente atualizar-me sobre IA e suas implicações para a educação.;28. Compartilho, discuto ou oriento colegas sobre práticas pedagógicas envolvendo IA.;29. A formação docente em IA generativa pode contribuir para a melhoria da qualidade do ensino superior.;30. O uso pedagógico adequado da IA pode tornar as aulas mais engajadoras e significativas.;31. A formação em IA pode apoiar práticas pedagógicas mais inclusivas e personalizadas.;32. Sem formação adequada, o uso da IA pode gerar impactos negativos na educação superior.;33. Existe alguma orientação/política institucional (ou do curso/departamento) sobre uso de IA por docentes e estudantes na IES onde atua?  ;"34. Na sua opinião, qual é a principal dificuldade para a adoção, o uso, de IA no ensino superior? 
(Marque até 2 opções)";35. Se você pudesse participar de uma formação docente, qual seria o seu formato preferido?;36. Qual a quantidade de horas que você acha ideal ter para uma formação docente (independente do formato)?;37. Quais são, em sua opinião, as principais dificuldades para o uso pedagógico da IA no ensino superior?;38. Quais conhecimentos ou competências você considera prioritários em uma formação docente sobre IA e IA generativa, no contexto universitário?;39. Como você acredita que uma formação em IA pode impactar sua prática docente e a aprendizagem dos estudantes universitários?
Acima de 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;3;4;3;Nenhuma;3;2;2;2;5;Nenhuma;Ainda não utilizei IA;0;0;0;0;0;0;0;0;0;3;3;3;3;Não existe;Falta de infraestrutura tecnológica;Totalmente remoto (online);20 horas;falta de supporte operacional;não consigo responder;muita
51 a 60 anos;Feminino;Universidade Estadual de Londrina - UEL;Linguagens, Letras e Artes;11 a 20 anos;Doutorado;1;3;4;Apenas 1;4;3;4;2;5;"ChatGPT, Gemini, Deep Seek; NotebookLM; Gamma";Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios;3;3;3;3;3;4;3;4;3;3;3;3;4;Não sei informar;Falta de infraestrutura tecnológica, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);20 horas;"Falta de letramento em IA (de professores e estudantes) cuja principal implicação, na minha opinião é o uso ingênuo ou acrítico. A dificuldade de avaliar (inclusive questões de autoria), que se traduz na dificuldade de dintinguir o que é produzido pelos estudante e o que é gerado pela IA, principalmente no que se refer a escrita de textos. Acrescento as dificuldades estruturais e técnicas: falta de equipamentos e acesso às versões mais avançadas das IAs , acesso à internet e  letramento digital adequado. Finalmente, falta de uma política institucional clara que  ""organize"" o uso das IAs no contexto acadêmico.";Aquelas competências que vão além do dominio técnico da ferramenta (obviamente necessário mas não deve ser um fim em si). Em minha opinião, o foco dever ser no desenvolvimento do letramento que possibilite compreensão critica do uso da IA (letramento critico em IA). Além disso, é preciso desenvolver competências para integrar o uso da IA ao processo de ensino-aprendizagem, em especial para o processo de avaliação.;"Creio que pode ter um impacto positivo se promover uso critico da tecnologia, inovação pedagógica e desenvolvimento da autonomia dos estudantes. A IA tem o potencial de deixar de er  somente um aferramenta pedagógica e se tornar um recurso par aampliar possibilidades de construção do conhecimento. Por outro lado, pesquisas recentes também apontam para a dependencia excessiva da iA e uma diminuição da capacidade de raciociono do usuário, uma redução do esforço cognitivo que abre espaço  para uma especie de ""sedentarismo cerebral"". Como desenvolver leitura critica ou a escrita argumentativa, por exemplo, se a IA pode indicar um caminho bem mais simples. Esse é uma consequencia muito indesejada na universidade, creio eu. No caso das humanindades, estudantes (e tb docentes) podem cair na superficialidade de analises einterpretações."
Até 30 anos;Masculino;Universidade Estadual do Oeste do Paraná - UNIOESTE;Multidisciplinar / Outra;Menos de 2 anos;Mestrado;3;5;4;Apenas 1;4;4;5;5;4;ChatGPT, Gemini, DALL·E/Midjourney/Leonardo;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback;4;4;2;5;5;5;3;3;5;2;2;5;5;Sim, mas pouco clara;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente presencial;20 horas;Perda de foco causada por uma abordagem que (supostamente) serve para aumentar o engajamento, mas acaba tornando a experiência educacional ainda mais desinteressante e infrutífera para os alunos (os quais, majoritariamente, já estão saturados de conteúdo digital, opções de entretenimento, uso excessivo e invasivo de smartphones e redes sociais, além da circulação de material de IA generativa de baixa qualidade).;Uso da IA para montar planos de aula, sugerir conteúdos e atividades participativas, materiais de leitura, confecção de tópicos e slides para uso em sala e, quando possível, correção e feedback de avaliações. Já a IA generativa vejo como auxílio para a criação de atividades e listas de exercícios, inclusive gerando gráficos e figuras relevantes para as avaliações, mas não para gerar conteúdo para os alunos (creio que neste caso seria só mais uma distração).;Como docente, com certeza já ajuda e ajudará cada vez mais a reduzir a carga horária necessária para tarefas repetitivas como gerar planos de aula do zero, formular e adaptar avaliações padronizadas e corrigir avaliações. Também vejo grande potencial para ajudar na personalização dos conteúdos e atividades para os alunos, o que reduz muito o tempo necessário para o professor preparar suas aulas. Para os alunos, creio que a personalização seria o principal fator motivador para que se engajem mais com o curso.
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;3;4;3;Nenhuma;4;3;4;3;4;ChatGPT, Copilot;Avaliação/feedback, Pesquisa acadêmica;3;2;2;2;2;3;3;2;2;3;3;3;4;Não sei informar;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Híbrido;30 horas;As contas são pagas, internet  muitas vezes instável, uso indevido do aluno sem se preocupar com a informação gerada, falta de formação docente;conhecimento conceitual e formas de uso;ampliar a formação didática do professor
31 a 40 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;6 a 10 anos;Doutorado;5;5;5;4 - 5;5;3;5;4;5;ChatGPT, Copilot, Gemini, DALL·E/Midjourney/Leonardo;Planejamento de aula, Elaboração de atividades/exercícios, Orientação de estudantes, Comunicação administrativa;3;3;4;4;4;4;4;5;2;5;5;5;3;Sim, mas pouco clara;Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso;Híbrido;20 horas;As principais dificuldades estão relacionadas à capacitação docente, questões éticas, infraestrutura tecnológica, resistência cultural e à necessidade de regulamentação institucional. ;Habilidades tecnológicas, reflexão ética e competências pedagógicas, permitindo que os professores utilizem a IA de maneira crítica, responsável e alinhada aos objetivos educacionais.;Possibilitando o uso mais estratégico das ferramentas no planejamento das aulas, na produção de materiais e no desenvolvimento de atividades acadêmicas. 
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Humanas e Sociais;Mais de 20 anos;Doutorado;1;1;1;Nenhuma;3;3;4;3;4;ChatGPT, Copilot;Criação de materiais didáticos, Elaboração de atividades/exercícios;0;1;0;0;0;0;0;0;0;5;5;5;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Híbrido;30 horas;Inexperiência com novas tecnologias.;;"Melhorar e atualizar a forma de dar aula; estimular o aprendizado dos alunos."
41 a 50 anos;Feminino;Universidade Estadual de Maringá - UEM;Multidisciplinar / Outra;11 a 20 anos;Doutorado;1;4;3;Apenas 1;4;4;5;3;5;ChatGPT, Claude, Scispace, notebookLm;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Pesquisa acadêmica, Orientação de estudantes, Comunicação administrativa;4;4;4;3;4;4;3;4;4;5;5;5;5;Não existe;Falta de formação docente específica, Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);20 horas;Clareza na orientação quanto ao uso;Aspectos éticos, tipo de ferrramentas e como usar estas ferramentas;Possibilita elaborar aulas com mais egajamento e adequada às espectativas da geração
31 a 40 anos;Feminino;Universidade Estadual do Oeste do Paraná - UNIOESTE;Ciências Humanas e Sociais;2 a 5 anos;Mestrado;1;5;3;Apenas 1;4;3;5;5;5;ChatGPT, Copilot, Gemini, Claude;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios;4;4;4;3;6;6;6;5;4;5;5;5;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);40 horas;Conhecer os prompts para atender melhor às necessidades acadêmicas.;Conhecer as IAs disponíveis e os prompts para tornar a pesquisa mais refinada;Tornando a aula mais atraente, interativa e inclusiva.
31 a 40 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Biológicas e da Saúde;11 a 20 anos;Doutorado;1;2;1;Nenhuma;2;2;5;4;5;ChatGPT, Gemini;Pesquisa acadêmica;1;0;0;0;4;4;2;6;4;3;3;2;5;Não existe;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);menos de 20 Horas;;;
41 a 50 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;11 a 20 anos;Doutorado;1;2;1;Nenhuma;2;1;4;2;3;ChatGPT;Pesquisa acadêmica;1;0;0;0;0;0;2;2;0;4;4;4;4;Não sei informar;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Híbrido;30 horas;Capacitação e informação sobre o uso ético.;Conhecimentos sobre o uso técnico da ferramenta, com foco na integração pedagócica, ética e pensamento crítico.;Considerando a geração atual, penso que poderia de alguma forma ajudar no planejamento das aulas, tornando-as mais atrativas para os discentes auxiliando no processo de ensino-aprendizagem.
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;1;4;4;2 - 3;4;1;4;3;5;ChatGPT;Planejamento de aula, Criação de materiais didáticos, Pesquisa acadêmica;1;1;2;1;0;1;2;2;0;4;3;4;4;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica, Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso;Totalmente presencial;40 horas;falta de capacitação para o uso adequado das ferramentas;Competências: pensamento crítico, adaptabilidade e criatividade. Conhecimentos: saber coletar e analisar dados, engenharia de prompt e programação básica.;acredito que irá melhorar a criação de conteúdos, o engajamento dos alunos e diminuir o tempo gasto com o preparo das aulas.
Até 30 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;Menos de 2 anos;Mestrado;2;4;3;Apenas 1;4;3;5;4;5;ChatGPT, Gemini;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Pesquisa acadêmica;4;4;3;4;5;5;6;4;4;5;5;5;4;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica, Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso, Resistência institucional ou pessoal;Híbrido;40 horas;;;
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;Mais de 20 anos;Doutorado;1;3;4;Nenhuma;4;4;4;4;5;ChatGPT, Gemini, notebook ln;Planejamento de aula, Criação de materiais didáticos, Pesquisa acadêmica;2;2;2;1;3;4;4;1;0;4;4;4;5;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica;Híbrido;20 horas;"Uma das maiores dificuldades é que muitos docentes não foram formados para integrar tecnologias de IA ao processo de ensino-aprendizagem. Problemas comuns: - desconhecimento das ferramentas disponíveis; - dificuldade em transformar IA em estratégia pedagógica, e não apenas em ferramenta técnica; - insegurança sobre como orientar os alunos no uso adequado.
Creio que sem formação específica, a IA tende a ser usada apenas para automatizar tarefas, e não para promover aprendizagem significativa.";Compreensão básica sobre o funcionamento da IA e da IA generativa. Competência para integrar a IA às estratégias pedagógicas. Alfabetização em IA (AI literacy). Competências para elaboração de prompts e interação com sistemas de IA. Ética, integridade acadêmica e uso responsável da IA. Redesenho de estratégias de avaliação. Impactos educacionais e sociais da IA.;"essa formação pode contribuir para que o docente compreenda melhor o funcionamento, as potencialidades e as limitações da IA, permitindo um uso mais crítico e consciente dessas ferramentas. Esse entendimento é fundamental para evitar tanto a rejeição indiscriminada quanto o uso acrítico da tecnologia no contexto educacional.
No âmbito da prática pedagógica, o conhecimento sobre IA pode favorecer a diversificação de estratégias de ensino. Ferramentas de IA podem ser utilizadas, por exemplo, para apoiar a elaboração de materiais didáticos, propor estudos de caso, simulações, exercícios personalizados e atividades investigativas. Isso pode tornar as aulas mais dinâmicas e contribuir para uma aprendizagem mais ativa e significativa."
31 a 40 anos;Masculino;Universidade Estadual de Maringá - UEM;Linguagens, Letras e Artes;11 a 20 anos;Doutorado;3;4;5;2 - 3;4;4;4;4;5;ChatGPT, Gemini, Gamma app e notebooklm;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios;3;3;3;2;4;4;5;5;5;5;5;5;5;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica, Questões éticas e insegurança quanto ao uso;Totalmente presencial;30 horas;A pluralidade de ferramentas, as limitações que as ferramentas gratuitas apresentam e a falta de regulamentos próprios para o uso da I.A;A alfabetização tecnológica e a experimentação na práticas das ferramentas de I.A;Principalmente trazendo consciência para um uso ético e adequado das diferentes ferramentas de I.A
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Linguagens, Letras e Artes;2 a 5 anos;Doutorado;1;1;1;Nenhuma;2;2;2;1;5;ChatGPT, Copilot, Gemini, Perplexity;Pesquisa acadêmica;1;1;1;1;2;4;5;3;0;5;5;5;5;Não sei informar;Falta de formação docente específica;Híbrido;40 horas;Falta de informação, acesso e formação dos docentes;Disposição para aprender novas ferramentas.;É uma poderosa ferramenta que simplifica procedimentos complicados, aumenta a inclusão e torna o aprendizado mais criativo e interessante.
31 a 40 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;6 a 10 anos;Doutorado;3;4;4;Apenas 1;5;4;5;5;5;ChatGPT, Copilot, Gemini, Perplexity, DALL·E/Midjourney/Leonardo, NotebookLM, Semantic scholar, Scite, Notegpt;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica, Comunicação administrativa;4;1;0;1;3;3;4;5;5;4;2;3;5;Não sei informar;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso, Resistência institucional ou pessoal, Para o uso como ferramenta pedagógica em sala, a resistência é minha, pois não acho compatível com os meus conteúdos  ;Híbrido;menos de 20 Horas;Vejo as IAs como uma ferramenta de apoio, tanto para a aceleração e melhora da produção, quanto para a adaptação da linguagem e estruturas documentais. Entretanto, para isso, considero necessário um conhecimento ou senso critico avançado sobre o tema, visto haver um viés nos IAs, e isso ainda não foi desenvolvido nos alunos. Percebo tb que o uso das IA pelos alunos, apesar de acelerar a compreensão, acaba reduzindo o esforço intelectual deles, reduzindo o desenvolvimento de um pensamento lógico e a capacidade de redução de problemas.;Impactos do IA na formação das competências e habilidades;Considerando que a função geral da graduação é promover o desenvolvimento de competências e habilidades específicas nos estudantes, uma formação em IA pode contribuir para o debate e para o desenvolvimento de estratégias de uso da IA potencializem esse desenvolvimento, em vez de reduzi-la.
41 a 50 anos;Feminino;Universidade Estadual de Maringá - UEM;Ciências Exatas e Tecnológicas;6 a 10 anos;Doutorado;1;1;3;2 - 3;4;4;5;5;5;ChatGPT, Gemini, Notebook LM;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;3;2;2;0;3;3;3;3;3;5;5;5;5;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica;Totalmente remoto (online);30 horas;Seria em como utilizar a IA em sala de aula;Ser um curso prático com exemplos para utilizar a IA para fazer as atividades de ensino e aprendizado.;Acredito que pode melhorar no interesse dos estudantes pois os mesmo podem participar mais das aulas com a aplicação da IA. Logo, como consequência melhora o aprendizado.
41 a 50 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Humanas e Sociais;11 a 20 anos;Doutorado;1;5;2;2 - 3;4;5;5;4;5;"ChatGPT, Copilot, Gemini, Claude, Perplexity, DALL·E/Midjourney/Leonardo, deepseek; researchrabbit; consensus; manus";Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Pesquisa acadêmica, Orientação de estudantes;3;4;3;4;3;3;4;3;2;5;5;5;5;Não existe;Falta de formação docente específica;Totalmente remoto (online);20 horas;"infraestrutura tecnológica; sistemas avaliativos e didáticos institucionais ultrapassados; ";"baseado em cases; exemplos reais de aplicação e atividades práticas ";Benéfica para todos 
Acima de 60 anos;Masculino;Universidade Estadual de Maringá - UEM;Ciências Humanas e Sociais;Mais de 20 anos;Doutorado;1;2;4;Apenas 1;3;4;4;4;5;Gemini;Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;2;2;2;1;2;2;2;2;0;4;4;4;5;Não existe;Falta de formação docente específica;Totalmente presencial;20 horas;Falta de conhecimento no uso desses  recursos.;Como construir materiais didáticos? Como orientar os alunos para usarem com maior consciência este recurso?;Tenho consciência que essas ferramentas serão necessariamente utilizadas. Como realizar isso de modo ético e responsável é o grande desafio.  
51 a 60 anos;Feminino;Universidade Estadual de Maringá - UEM;Linguagens, Letras e Artes;11 a 20 anos;Doutorado;1;2;1;Nenhuma;3;2;4;2;5;ChatGPT, Gemini, NOTEBOOKLM;Planejamento de aula, Criação de materiais didáticos, Avaliação/feedback, Pesquisa acadêmica, Orientação de estudantes;3;3;3;2;2;4;6;2;1;5;5;5;5;Não existe;Falta de formação docente específica;Híbrido;20 horas;Formação docente, dúvidas sobre autoria e legitimidade do conteúdo, falta de diretrizes institucionais claras, questões éticas e epistemológicas, resistência de docentes,;Letramento em IA, transposição didática ética da IA no ensino, ressignificação das práticas avaliativas por I, competência em prompting, ética, autoria e integridade acadêmica, curadoria e validação das informações de IA.;"Pode me ajudar a: ampliar possibilidades de mediação pedagógica; favorecer uma postura mais investigativa e inovadora no processo de ensino e aprendizagem; auxiliar no planejamento, execução e avaliação de atividades; funcionar como um recurso de apoio; desenvolver critérios críticos para o uso de IA; favorecer processos mais interativos de ensino e aprendizagem para acadêmicos; desenvolver o letramento digital e ressignificar minhas práticas pedagógicas."
